,OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Address,City,State,ZipCode,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu_over_sf),SiteEUIWN(kBtu_over_sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),DefaultData,ComplianceStatus,Outlier,TotalGHGEmissions,GHGEmissionsIntensity,NonRes,Compl,Outlier_ok,Anciennete,no_zero_floors,measure_floors,Intensité de consommation,log_PropertyGFATotal,log_PropertyGFAParking,log_PropertyGFABuilding(s),log_SiteEnergyUse(kBtu),log_SiteEnergyUseWN(kBtu),log_SiteEUI(kBtu_over_sf),log_SiteEUIWN(kBtu_over_sf),log_TotalGHGEmissions,log_GHGEmissionsIntensity,log_measure_floors,log_Anciennete
483,651,2016,NonResidential,Medical Office,BMR-530 Fairview Avenue LLC,530 Fairview Avenue North,Seattle,WA,98109.0,7863500020,7,LAKE UNION,47.62395,-122.33392,2008,1.0,5,129093,39902,89191,"Medical Office, Other, Parking",Medical Office,89131.0,Parking,37652.0,Other,5615.0,,6.0,203.1999969,210.0,473.6000061,480.7999878,19248732.0,19892050.0,0.0,3458477.0,11800324.0,74484.07031,7448407.0,False,Compliant,,477.85,3.7,1,1,,8,5,44550.1448936239,1,11.768288353830998,10.594181726935007,11.398535416616683,16.772955746398665,16.805830712386904,5.314190700448421,5.3471075307174685,6.169296875712189,1.308332819650179,10.704370685275796,2.0794415416798357
484,652,2016,NonResidential,Large Office,West Seattle Corporate Center,4025 Delridge Way SW,Seattle,WA,98106.0,7881500200,1,DELRIDGE,47.56787,-122.36419,1991,1.0,5,138106,16221,121885,"Office, Parking",Office,119083.0,Parking,16221.0,,,,41.0,70.40000153,70.40000153,221.0,221.0,8381834.5,8381834.5,0.0,2456574.75,8381833.0,0.0,0.0,False,Compliant,,58.43,0.42,1,1,,25,5,55603.27099094607,,11.835776785231296,9.694061978050115,11.710833256216178,15.94157736258122,15.94157736258122,4.254193284896951,4.254193284896951,4.067829456566345,-0.8675005677047231,10.925997309280623,3.2188758248682006
492,661,2016,NonResidential,Medical Office,Elmer J. Nordstrom Medical Tower,1229 madison Street,Seattle,WA,98104.0,6108450000,3,EAST,47.61002,-122.32222,1985,1.0,10,422503,206580,215923,Medical Office,Medical Office,197408.0,,,,,,46.0,87.40000153,87.40000153,264.7000122,264.7000122,17254810.0,17254810.0,994154.3125,4765725.0,16260654.0,0.0,0.0,False,Compliant,,190.1,0.45,1,1,,31,10,80369.57452000475,1,12.953951826345872,12.238443025560624,12.282677141630193,16.663601503152545,16.663601503152545,4.470495300167211,4.470495300167211,5.247550249494384,-0.7985076962177716,11.29439095717763,3.4339872044851463
495,674,2016,NonResidential,Medical Office,7th and Madison,904   7th Ave.,Seattle,WA,98122.0,8590400395,7,EAST,47.60707,-122.3288,2008,1.0,9,302902,101342,201560,"Medical Office, Parking",Medical Office,201365.0,Parking,86270.0,,,,58.0,73.30000305,73.5,223.8000031,224.1000061,14751117.0,14802479.0,0.0,4148730.5,14155468.0,5956.470215,595647.0,False,Compliant,,130.32,0.43,1,1,,8,9,76270.07643509563,1,12.62116459983275,11.526256214378872,12.213842382794535,16.50682936669638,16.510305224707785,4.294560650502428,4.297285406218791,4.86999296429379,-0.843970070294529,11.242035957322402,2.0794415416798357
496,677,2016,NonResidential,Medical Office,Cabrini Medical Tower,901 Boren Avenue,Seattle,WA,98104.0,8590901010,3,EAST,47.60883,-122.32494,1973,1.0,19,319911,156407,163504,"Medical Office, Parking",Medical Office,170727.0,Parking,69171.0,,,,50.0,88.30000305,90.69999695,236.3000031,238.5,15067340.0,15490998.0,3593940.25,3362660.75,11473398.0,0.0,0.0,False,Compliant,,357.39,1.12,1,1,,43,19,79107.39989903106,1,12.675798111091979,11.96021686312503,12.00459273385199,16.528040045401255,16.555769638981268,4.48074014215125,4.507557323493748,5.878827622479379,0.11332868530700327,11.278561700568867,3.7612001156935624
500,681,2016,NonResidential,Large Office,1633 Westlake Building,1633 Westlake Avenue North,Seattle,WA,98109.0,8807900360,7,MAGNOLIA / QUEEN ANNE,47.63347,-122.34078,2000,1.0,4,191146,94892,96254,"Office, Parking",Office,103000.0,Parking,80000.0,,,,93.0,49.5,49.5,155.5,155.5,5101504.5,5101504.5,0.0,1495165.25,5101504.0,0.0,0.0,False,Compliant,,35.56,0.19,1,1,,16,4,48883.3630133206,,12.160792812931241,11.460494681782254,11.474745809728061,15.445046054190609,15.445046054190609,3.901972669574645,3.901972669574645,3.571221410645704,-1.6607312068216509,10.797192392896948,2.772588722239781
501,682,2016,NonResidential,Other,West Seattle Fitness,2629 SW Andover Street,Seattle,WA,98121.0,9358000300,1,DELRIDGE,47.56797,-122.36711,2001,1.0,3,68763,11527,57236,"Other - Recreation, Parking, Swimming Pool",Other - Recreation,50000.0,Parking,11527.0,Swimming Pool,0.0,,,180.6000061,191.8999939,343.1000061,355.0,9029489.0,9596839.0,0.0,1075838.875,3670762.0,53587.26172,5358726.0,False,Compliant,,310.19,4.51,1,1,,15,3,35653.73227739654,1,11.138421088562476,9.352447388601012,10.954938350026625,16.016006334644654,16.07694433138319,5.196284674759186,5.256974371226264,5.737185012956527,1.506297153514587,10.481609112575681,2.70805020110221
509,692,2016,NonResidential,Other,2323 Elliott,2323 Elliott Avenue,Seattle,WA,98121.0,6780950000,7,DOWNTOWN,47.61234,-122.34897,1983,1.0,6,275982,197130,78852,"Office, Parking",Parking,197040.0,Office,78852.0,,,,,66.40000153,66.40000153,208.3999939,208.3999939,5233553.5,5233553.5,0.0,1533866.75,5233553.0,0.0,0.0,False,Compliant,,36.49,0.13,1,1,,33,6,40655.25498736927,1,12.528090925181235,12.191618688560023,11.275327956685867,15.4706010508292,15.4706010508292,4.195697079524557,4.195697079524557,3.5970382504483562,-2.0402208285265546,10.612883380602819,3.4965075614664802
511,694,2016,NonResidential,Large Office,Rainier Brewery,3100 Airport Way South,Seattle,WA,98134.0,7135400000,2,GREATER DUWAMISH,47.57639,-122.32072,2007,1.0,1,158931,28381,130550,"Multifamily Housing, Non-Refrigerated Warehouse, Office, Parking",Office,80157.0,Multifamily Housing,34302.0,Parking,26937.0,,12.0,67.69999695,72.19999695,199.3000031,210.3999939,8751704.0,9336260.0,0.0,2326567.5,7938248.0,8134.549805,813455.0,False,Compliant,,98.54,0.62,1,1,,9,1,145002.68141211173,,11.976225424749344,10.253475186175006,11.779511574127275,15.98475898223101,16.049416301746696,4.21508613486653,4.279440003655012,4.590462557115817,-0.4780358009429998,11.88450751372905,2.1972245773362196
516,703,2016,NonResidential,Large Office,501 Elliott Ave West,501 Elliot Ave West,Seattle,WA,98119.0,7666202080,7,MAGNOLIA / QUEEN ANNE,47.62302,-122.36476,2000,1.0,4,165111,55000,110111,"Data Center, Office, Parking",Office,104667.0,Parking,55000.0,Data Center,5444.0,,1.0,231.3999939,231.3999939,726.5999756,726.5999756,25478086.0,25478086.0,0.0,7467199.0,25478083.0,0.0,0.0,False,Compliant,,177.62,1.08,1,1,,16,4,54074.13205104417,,12.014373253975885,10.915088464214607,11.609244226893662,17.053329268107355,17.053329268107355,5.444147788398297,5.444147788398297,5.179646436830358,0.0769610411361284,10.89811119985646,2.772588722239781
519,705,2016,NonResidential,Large Office,351 Elliott Ave West,351 Elliot Ave West,Seattle,WA,98119.0,7666202133,7,MAGNOLIA / QUEEN ANNE,47.62175,-122.36313,2000,1.0,5,159937,55971,103966,"Office, Parking",Office,106449.0,Parking,50258.0,,,,63.0,73.80000305,73.80000305,231.8000031,231.8000031,7857972.5,7857972.5,0.0,2303039.75,7857972.0,0.0,0.0,False,Compliant,,54.78,0.34,1,1,,16,5,49632.89486662437,,11.982535266676077,10.932588978440108,11.551819201595588,15.877039179476196,15.877039179476196,4.301358772934339,4.301358772934339,4.0033251638349325,-1.0788096613719298,10.81240909584726,2.772588722239781
520,706,2016,NonResidential,Large Office,333 Elliott West,333 Elliott Ave W,Seattle,WA,98119.0,7666202160,7,MAGNOLIA / QUEEN ANNE,47.62101,-122.36188,2008,1.0,5,183964,46763,137201,"Data Center, Office, Parking",Office,133451.0,Parking,46763.0,Data Center,3750.0,,56.0,108.3000031,108.3000031,340.0,340.0,14856199.0,14856199.0,0.0,4354102.5,14856198.0,0.0,0.0,False,Compliant,,103.57,0.56,1,1,,8,5,60570.36752145995,,12.122495365274826,10.752847570927493,11.829202282877098,16.513927777186137,16.513927777186137,4.6849051826311365,4.6849051826311365,4.640247712600788,-0.579818495252942,11.011561067670964,2.0794415416798357
521,707,2016,NonResidential,Large Office,101 ELLIOTT AVENUE WEST,101 Elliott Ave West,Seattle,WA,98119.0,7666202220,7,MAGNOLIA / QUEEN ANNE,47.61891,-122.35958,1986,1.0,5,208210,78848,129362,"Office, Parking",Office,109978.0,Parking,78848.0,,,2016201120102009,95.0,50.09999847,52.70000076,125.1999969,127.9000015,5514308.5,5799664.5,0.0,1118781.0,3817281.0,16970.26953,1697027.0,False,Compliant,,116.74,0.56,1,1,,30,5,58042.19950201742,,12.24630246474924,11.275277227453136,11.770369954861218,15.522856817495562,15.573310629015985,3.9140209775518966,3.9646154699685687,4.759949239775645,-0.579818495252942,10.968925602593265,3.4011973816621555
522,708,2016,NonResidential,Large Office,3131 Elliott Avenue,3131 Elliott Avenue,Seattle,WA,98121.0,7666202240,7,DOWNTOWN,47.61813,-122.35833,1986,1.0,7,277486,80283,197203,"Office, Other, Parking",Office,178625.0,Parking,87624.0,Other,14653.0,,63.0,65.90000153,65.90000153,206.8000031,206.8000031,12729858.0,12729858.0,0.0,3730907.5,12729856.0,0.0,0.0,False,Compliant,,88.74,0.32,1,1,,30,7,75168.3846741546,,12.533525760445508,11.293313171419836,12.1919889340167,16.359460815718823,16.359460815718823,4.188138464725457,4.188138464725457,4.4857107459507635,-1.1394342831883648,11.227486004971016,3.4011973816621555
524,710,2016,NonResidential,Large Office,World Trade Center - North,2401 Elliott Avenue,Seattle,WA,98121.0,7666202320,7,DOWNTOWN,47.61287,-122.35022,2000,1.0,5,251044,117867,133177,"Data Center, Office",Office,126218.0,Data Center,12717.0,,,2016201520122009,99.0,123.6999969,123.6999969,388.3999939,388.3999939,17186624.0,17186624.0,0.0,5037111.0,17186623.0,0.0,0.0,False,Compliant,,119.81,0.48,1,1,,16,5,59276.11077657471,,12.433383501555662,11.677312149127815,11.799434349506111,16.65964196481946,16.65964196481946,4.817859254337812,4.817859254337812,4.785907154651808,-0.7339691750802004,10.989961650135077,2.772588722239781
526,712,2016,NonResidential,Large Office,51 University,51 University,Seattle,WA,98006.0,7666202475,7,DOWNTOWN,47.60604,-122.33948,1918,1.0,6,108245,14690,93555,"Adult Education, Fitness Center/Health Club/Gym, Office, Other - Restaurant/Bar, Parking, Retail Store",Office,64055.0,Adult Education,14621.0,Parking,12359.0,,,45.79999924,47.5,138.6999969,144.0,4515180.5,4682152.5,266262.0,1245286.625,4248918.0,0.0,0.0,False,Compliant,,50.17,0.46,1,1,,98,6,45561.28375910507,,11.59215245542153,9.594922269167922,11.446304777628333,15.322955721885736,15.35926849805317,3.8242840745262527,3.8607297110405954,3.9154172384961616,-0.7765287894989963,10.726813594493054,4.584967478670572
541,731,2016,NonResidential,Mixed Use Property,SALVATION ARMY (ID#731),1000 4TH AVE S,Seattle,WA,98134.0,7666204745,2,GREATER DUWAMISH,47.59439,-122.32839,1930,3.0,2,108753,18860,89893,"Multifamily Housing, Non-Refrigerated Warehouse, Office, Parking, Retail Store, Worship Facility",Non-Refrigerated Warehouse,58605.0,Multifamily Housing,24338.0,Retail Store,18864.0,,,33.5,34.20000076,105.0999985,107.3000031,3639670.25,3714717.25,0.0,1066726.25,3639670.0,0.0,0.0,False,Compliant,,25.37,0.23,1,1,,86,2,61906.97169155386,,11.596834534777335,9.844798556187449,11.40637535313447,15.10740364485,15.127813122874064,3.5115454388310208,3.5322256662907816,3.2335673736111907,-1.4696759700589417,11.033388080627105,4.454347296253507
542,732,2016,NonResidential,Supermarket / Grocery Store,70100122-Greenwood,100 NW 85th Street,Seattle,WA,98117.0,9231900160,6,NORTHWEST,47.69197,-122.35877,1970,1.0,1,141890,35545,106345,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,168735.0,Parking,0.0,Parking,0.0,,91.0,100.0,103.0,266.6000061,269.7999878,16865978.0,17384564.0,0.0,3825269.5,13051820.0,38141.5625,3814156.0,False,Compliant,,293.56,2.07,1,1,,46,1,119389.23244196453,,11.86280738850136,10.478554778363584,11.574443804948645,16.64080901471649,16.671093244018444,4.605170185988092,4.634728988229636,5.682082047676862,0.7275486072772777,11.690144295321067,3.828641396489095
543,734,2016,NonResidential,Small- and Mid-Sized Office,1455 Leary,1455 NW Leary Way,Seattle,WA,98107.0,2768302690,6,BALLARD,47.6633,-122.37549,2001,1.0,4,92092,21055,71037,Office,Office,70074.0,,,,,,5.0,68.69999695,68.69999695,215.8999939,215.8999939,4817062.0,4817062.0,0.0,1411800.0,4817062.0,0.0,0.0,False,Compliant,,33.58,0.36,1,1,,15,4,39081.46376874362,,11.43054335636426,9.954893340596028,11.170956147044622,15.387674756611112,15.387674756611112,4.229749154832378,4.229749154832378,3.5139306516493947,-1.0216512475319814,10.573403561154954,2.70805020110221
546,739,2016,NonResidential,Large Office,Lakeview 837 N 34th,837 N 34th Street,Seattle,WA,98103.0,1973200389,6,LAKE UNION,47.64912,-122.34823,2008,1.0,4,202623,88855,113768,"Fitness Center/Health Club/Gym, Office, Parking",Office,105206.0,Parking,31992.0,Fitness Center/Health Club/Gym,6374.0,20162012,73.0,79.5,79.5,249.6999969,249.6999969,8873485.0,8873485.0,0.0,2600669.5,8873484.0,0.0,0.0,False,Compliant,,61.86,0.31,1,1,,8,4,55425.6098400492,,12.219102388538925,11.394761106619587,11.641916566052533,15.998578174528777,15.998578174528777,4.375757021660286,4.375757021660286,4.124873767256924,-1.171182981502945,10.922797037401864,2.0794415416798357
547,740,2016,NonResidential,Small- and Mid-Sized Office,The Canal View Building,551 N 34th St,Seattle,WA,98103.0,1972206514,6,LAKE UNION,47.64932,-122.35187,2000,1.0,2,77174,25800,51374,Office,Office,77174.0,,,,,,33.0,71.0,71.0,223.0,223.0,5481549.0,5481549.0,0.0,1606549.875,5481548.0,0.0,0.0,False,Compliant,,38.21,0.5,1,1,,16,2,38508.731552329424,,11.253817891722433,10.158129770909708,10.846887486888901,15.516898283215767,15.516898283215767,4.2626798770413155,4.2626798770413155,3.6430972614588084,-0.6931471805599453,10.5586402881291,2.772588722239781
549,742,2016,NonResidential,Mixed Use Property,1100 Eastlake,1100 Eastlake Ave,Seattle,WA,98109.0,2163901105,3,LAKE UNION,47.6289,-122.32877,2008,1.0,5,287224,103650,183574,"Data Center, Office, Other, Parking",Parking,97500.0,Office,88051.0,Other,54106.0,,,139.8999939,141.6000061,388.8999939,390.7000122,21042926.0,21299472.0,0.0,5101847.0,17407502.0,36354.21484,3635421.0,False,Compliant,,314.43,1.09,1,1,,8,5,75037.01287973856,,12.568017678124418,11.548775117863926,12.120373134940136,16.862075004605728,16.874192841640014,4.940927838068861,4.953006224338715,5.7507614758501955,0.08617769624105241,11.225736775848054,2.0794415416798357
550,743,2016,NonResidential,Laboratory,Dendreon Pharmaceuticals Inc. (Building Owner is Alexandria Real Estate),1208 Eastlake Avenue East,Seattle,WA,98102.0,2163901160,3,LAKE UNION,47.63079,-122.32693,1999,1.0,4,115748,18382,97366,Laboratory,Laboratory,97365.0,,,,,,,374.2000122,369.1000061,756.0,739.9000244,36436388.0,35938164.0,0.0,4956971.0,16913185.0,195232.0156,19523202.0,False,Compliant,,1154.79,9.98,1,1,,17,4,49304.32035347769,1,11.659170693181492,9.819127203918054,11.486232352714067,17.41107850359901,17.397310352872893,5.9247904464428744,5.911067626562639,7.051673788243146,2.300583090323373,10.805766990135933,2.833213344056216
551,744,2016,NonResidential,Large Office,West Tower,400 Second Avenue,Seattle,WA,98119.0,1989200750,7,MAGNOLIA / QUEEN ANNE,47.62225,-122.35915,2000,1.0,7,241875,84689,157186,"Office, Parking",Office,163082.0,Parking,83425.0,,,2009,88.0,53.09999847,53.5,164.5,165.0,8655604.0,8732968.0,0.0,2487805.5,8488392.0,1672.098267,167210.0,False,Compliant,,68.06,0.28,1,1,,16,7,64413.2553027713,,12.396176342766184,11.34674100207642,11.965185096487124,15.973717530408221,15.982615847127162,3.9721768994343334,3.979681653901961,4.22038966907276,-1.2729656758128873,11.073074718595619,2.772588722239781
552,745,2016,NonResidential,Large Office,190 Queen Anne,190 Queen Anne,Seattle,WA,98109.0,1989201385,7,MAGNOLIA / QUEEN ANNE,47.61949,-122.35639,1974,1.0,5,102930,18720,84210,"Office, Parking",Office,89075.0,Parking,15164.0,,,2017,85.0,53.29999924,56.5,151.1999969,155.6999969,4750799.0,5034942.5,0.0,1189705.5,4059275.0,6915.233887,691523.0,False,Compliant,,65.03,0.63,1,1,,42,5,42797.3462700847,,11.541804424520604,9.837347750031583,11.341068958024039,15.373823372391335,15.431912664010007,3.975936316912887,4.034240638152395,4.174848701881061,-0.4620354595965587,10.664231376612216,3.7376696182833684
554,749,2016,NonResidential,Large Office,Fourth and Vine,2601 Fourth Avenue,Seattle,WA,98121.0,0656000410,7,DOWNTOWN,47.61732,-122.34791,1975,1.0,8,150000,23630,126370,"Office, Parking",Office,126648.0,Parking,23913.0,,,2009,65.0,73.80000305,77.69999695,212.1000061,218.3000031,9343428.0,9836703.0,0.0,2390311.5,8155743.0,11876.84473,1187684.0,False,Compliant,,119.93,0.8,1,1,,41,8,56014.852660957775,,11.918390573078392,10.070272370180954,11.746969390752726,16.05018376642296,16.101631151907355,4.301358772934339,4.3528552181200615,4.78690823924363,-0.2231435513142097,10.933372160639596,3.713572066704308
556,751,2016,NonResidential,Large Office,Blanchard Plaza (CoS Energy Reporting),2201 Sixth Avenue,Seattle,WA,98121.0,0697000235,7,DOWNTOWN,47.61599,-122.34165,1983,1.0,15,378002,116280,261722,"Office, Parking",Office,270237.0,Parking,71602.0,,,2016201320122011201020092008,85.0,65.69999695,67.5,185.6000061,185.8999939,17750994.0,18235512.0,0.0,4420666.0,15083312.0,26676.80078,2667680.0,False,Compliant,,246.83,0.65,1,1,,33,15,96702.9628391748,,12.842654765593018,11.663756354672811,12.475038150709024,16.691952072317758,16.718881459702967,4.185098879067429,4.212127597878484,5.508699840559633,-0.4307829160924542,11.479399320467092,3.4965075614664802
559,775,2016,NonResidential,Large Office,Columbia Center - 2015,701 5th Avenue,Seattle,WA,98104.0,0942000640,7,DOWNTOWN,47.60454,-122.33072,1985,1.0,76,1952220,319400,1632820,"Office, Parking",Office,1680937.0,Parking,319368.0,,,2017201620152012200920072006,86.0,55.29999924,55.09999847,167.3000031,166.5,92937640.0,92537256.0,0.0,25747908.0,87851862.0,50857.63281,5085763.0,False,Compliant,,882.56,0.45,1,1,,31,76,467074.99422969966,,14.484477744522486,12.67419951476305,14.305819139300354,18.347439288572215,18.343121888961136,4.01277289478507,4.009149688391173,6.7828267751648825,-0.7985076962177716,13.054245110973918,3.4339872044851463
560,754,2016,NonResidential,Large Office,Eighth & Olive - New,720 Olive Way,Seattle,WA,98101.0,0659000305,7,DOWNTOWN,47.61418,-122.33485,1981,1.0,19,383515,89778,293737,"Medical Office, Office, Parking",Office,312442.0,Parking,84800.0,Medical Office,18799.0,20162015201320122011201020092008,90.0,47.90000153,49.0,150.5,153.8000031,15878689.0,16228155.0,0.0,4653777.0,15878687.0,0.0,0.0,False,Compliant,,110.7,0.29,1,1,,35,19,109956.42828698721,,12.857134012453482,11.405095235411475,12.590440088142062,16.580488453700212,16.602258254655517,3.869115536358414,3.8918202981106265,4.706823839714591,-1.2378743560016174,11.607839459821724,3.5553480614894135
561,755,2016,NonResidential,Medical Office,Medical Dental Building,509 Olive Way,Seattle,WA,98101.0,0659000085,7,DOWNTOWN,47.6129,-122.33684,1925,1.0,18,363934,28870,335064,"Medical Office, Parking, Retail Store",Medical Office,281598.0,Parking,27597.0,Retail Store,21519.0,,68.0,72.90000153,76.30000305,190.0,192.6000061,22104512.0,23128454.0,6090187.5,4690018.0,16002341.0,119.8100052,11981.0,False,Compliant,,582.28,1.6,1,1,,91,18,116848.28209438063,1,12.80472781149734,10.27055827265698,12.722076837336594,16.9112923085455,16.95657419237151,4.289088660002267,4.334672978264198,6.36695143169646,0.47000362924573563,11.668631638056455,4.51085950651685
571,765,2016,NonResidential,Large Office,Seattle Tower,1218 3rd Avenue,Seattle,WA,98101.0,1975200005,7,DOWNTOWN,47.60769,-122.33544,1929,1.0,27,216571,13320,203251,"Office, Other - Technology/Science, Parking",Office,182604.0,Parking,13320.0,Other - Technology/Science,6246.0,2014201320122008,62.0,86.0,91.90000153,192.6999969,199.6999969,16246106.0,17352520.0,7413886.0,2551222.75,8704772.0,1274.469971,127447.0,False,Compliant,,639.72,2.95,1,1,,87,27,101231.83393886307,,12.285673717235362,9.49702194409438,12.222196947447154,16.60336380725475,16.669248298766888,4.454347296253507,4.520701046010172,6.46103058062267,1.0818051703517284,11.525168550983699,4.465908118654584
573,767,2016,NonResidential,Large Office,1015 3rd Ave,1015 3rd Ave,Seattle,WA,98104.0,0939000485,7,DOWNTOWN,47.60582,-122.33464,1998,1.0,13,293803,74481,219322,"Office, Parking",Office,145491.0,Parking,70603.0,,,,25.0,117.4000015,118.6999969,368.5,372.7000122,17074142.0,17267470.0,0.0,5004144.0,17074139.0,0.0,0.0,False,Compliant,,119.03,0.41,1,1,,18,13,84412.74419539752,,12.590664753697691,11.218299338284016,12.298296248571791,16.653075713256705,16.664334942575866,4.765586920170827,4.776599275499363,4.779375562179788,-0.8915981192837836,11.343473666760863,2.8903717578961645
577,772,2016,NonResidential,Large Office,800 Fifth Avenue,800 5th Ave,Seattle,WA,98104.0,0942000470,3,DOWNTOWN,47.60573,-122.33028,1981,1.0,42,1249055,201121,1047934,"Data Center, Medical Office, Office, Parking, Restaurant",Office,983697.0,Parking,296815.0,Medical Office,12941.0,201620152014201320122011201020092008200720062005200320022000,95.0,38.0,39.59999847,119.5,124.3000031,37980712.0,39518364.0,0.0,11131508.0,37980705.0,0.0,0.0,False,Compliant,,264.78,0.21,1,1,,35,42,290320.67367571354,,14.037897823366375,12.21166199596764,13.862331164780747,17.45258900988149,17.492276033225938,3.6375861597263857,3.6788290796240704,5.578899292509511,-1.5606477482646683,12.578741362343456,3.5553480614894135
579,776,2016,NonResidential,Medical Office,First Hill Medical Building,515 Minor Avenue,Seattle,WA,98104.0,8590900765,3,EAST,47.60663,-122.32157,1988,1.0,5,188339,99314,89025,"Medical Office, Parking",Medical Office,81873.0,Parking,67000.0,,,,15.0,104.0999985,104.9000015,310.2999878,311.1000061,8523594.0,8588643.0,0.0,2307620.5,7873601.0,6499.925293,649993.0,False,Compliant,,89.41,0.47,1,1,,28,5,44492.07552355634,1,12.145998809503395,11.506041827003902,11.39667250814598,15.958348640845736,15.965951307092347,4.645351961211701,4.6530075297015845,4.493232532747227,-0.7550225842780328,10.703066374174211,3.332204510175204
581,778,2016,NonResidential,Small- and Mid-Sized Office,1st && King Street,500 1st Avenue S.,Seattle,WA,98104.0,7666206830,2,DOWNTOWN,47.5981,-122.33369,1910,1.0,6,95000,13700,81300,"Office, Parking",Office,84481.0,Parking,8474.0,,,,83.0,48.0,50.5,148.8999939,157.0,4052720.0,4269199.5,0.0,1167594.25,3983832.0,688.8800049,68888.0,False,Compliant,,31.43,0.33,1,1,,106,6,41487.07214437476,,11.461632170582678,9.525151111816216,11.305901295535902,15.214898818595323,15.266936896903978,3.871201010907891,3.9219733362813143,3.447762850809476,-1.1086626245216111,10.633137143094661,4.663439094112067
583,780,2016,NonResidential,Large Office,King Street Center,201 South Jackson A-15,Seattle,WA,98104.0,5247800795,2,DOWNTOWN,47.59878,-122.33088,1998,1.0,8,446261,124788,321473,"Office, Parking",Office,343400.0,Parking,114237.0,,,2014201020082001,96.0,39.5,39.5,124.0999985,124.0999985,13568148.0,13568148.0,0.0,3976596.0,13568146.0,0.0,0.0,False,Compliant,,94.59,0.21,1,1,,18,8,104331.2558789411,,13.008659261632127,11.734371576448233,12.6806688377957,16.4232355449732,16.4232355449732,3.676300671907076,3.676300671907076,4.549551762225079,-1.5606477482646683,11.5553262689525,2.8903717578961645
599,801,2016,NonResidential,Other,NORTH BLDG,2670 NE 49th Street,Seattle,WA,98105.0,0925049425,4,NORTHEAST,47.66478,-122.29804,2002,1.0,6,361398,272900,88498,"Non-Refrigerated Warehouse, Other, Parking, Retail Store",Parking,232685.0,Retail Store,63419.0,Non-Refrigerated Warehouse,15757.0,,,108.5,111.4000015,308.7999878,311.8999939,8915523.0,9158207.0,0.0,2246068.0,7663584.0,12519.37891,1251938.0,False,Compliant,,119.92,0.33,1,1,,14,6,43897.23603359673,1,12.797735123090641,12.51686070669643,11.390735231870606,16.003304472729702,16.030160975132198,4.686750172980514,4.713127340958175,4.786824853794342,-1.1086626245216111,10.689606636570842,2.6390573296152584
602,804,2016,NonResidential,Other,Northgate North,302 NE Northgate Way,Seattle,WA,98125.0,2926049109,5,North,47.70911,-122.32529,2000,1.0,5,303255,19820,283435,"Other, Parking, Restaurant, Retail Store",Parking,321828.0,Retail Store,298043.0,Other,5636.0,,,36.5,36.5,111.3000031,111.3000031,11077140.0,11077140.0,0.0,3107313.0,10602152.0,4749.870117,474987.0,False,Compliant,,99.14,0.33,1,1,,16,5,104305.06379936085,1,12.622329314716536,9.894446807883979,12.554738098966034,16.22039408322032,16.22039408322032,3.597312260588446,3.597312260588446,4.596532992592428,-1.1086626245216111,11.555075190139776,2.772588722239781
605,807,2016,NonResidential,Large Office,645 Elliott - North Building,645 Elliott Avenue West,Seattle,WA,98119.0,3879902265,7,MAGNOLIA / QUEEN ANNE,47.6252,-122.36737,2008,1.0,4,242686,100176,142510,"Office, Parking",Office,149081.0,Parking,76364.0,,,2017,77.0,65.0,65.0,204.0,204.0,9683979.0,9683979.0,0.0,2838211.5,9683978.0,0.0,0.0,False,Compliant,,67.51,0.28,1,1,,8,4,65827.89734837937,,12.399523705666871,11.514683917985092,11.867167451667259,16.085983428512332,16.085983428512332,4.174387269895637,4.174387269895637,4.21227573505378,-1.2729656758128873,11.094798999322604,2.0794415416798357
606,809,2016,NonResidential,Small- and Mid-Sized Office,Washington Shoe Building,400 Occidental Ave. South,Seattle,WA,98104.0,5247800735,2,DOWNTOWN,47.5992,-122.33223,1900,1.0,6,95760,15840,79920,Office,Office,95760.0,,,,,,83.0,56.29999924,58.29999924,159.3999939,163.8000031,5392617.5,5587502.5,0.0,1346383.125,4593859.0,7987.580078,798758.0,False,Compliant,,74.45,0.78,1,1,,116,6,41018.95304880674,,11.469600340231855,9.670293665368417,11.288781413322436,15.500541446530546,15.536042965331154,4.030694521646533,4.065602080320426,4.310127759130018,-0.2484613592984996,10.621789508355915,4.7535901911063645
